order_id,customer_id,order_date,amount,product_category,city,payment_method
ORD003549,CUST0357,2022-09-03,3019.59,Clothing,Pune,Credit Card
ORD002336,CUST0226,2023-01-13,1003.68,Home & Kitchen,Jaipur,Credit Card
ORD008255,CUST0855,2022-05-07,247.88,Beauty,Kolkata,UPI
ORD003112,CUST0319,2022-05-23,901.81,Clothing,Pune,Credit Card
ORD009229,CUST0931,2022-10-02,284.02,Sports,Kolkata,Credit Card
ORD005717,CUST0590,2023-01-17,735.26,Beauty,Hyderabad,UPI
ORD007663,CUST0785,2023-03-22,401.62,Electronics,Kolkata,Credit Card
ORD005398,CUST0558,2023-01-23,3041.68,Sports,Kolkata,UPI
ORD001384,CUST0129,2023-08-26,3876.0,Home & Kitchen,Bangalore,UPI
ORD007353,CUST0747,2022-07-04,222.26,Electronics,Mumbai,Credit Card
ORD000097,CUST0007,2022-08-23,979.14,Clothing,Mumbai,Credit Card
ORD004249,CUST0435,2023-05-02,2740.84,Clothing,Mumbai,UPI
ORD001703,CUST0161,2023-05-03,599.36,Electronics,Kolkata,Credit Card
ORD009759,CUST0978,2023-07-01,2800.57,Beauty,Ahmedabad,Debit Card
ORD000120,CUST0011,2023-03-15,2511.59,Clothing,Delhi,UPI
ORD000252,CUST0022,2023-02-25,1166.33,Home & Kitchen,Hyderabad,NetBanking
ORD001887,CUST0177,2022-09-28,162.85,Electronics,Jaipur,COD
ORD000034,CUST0005,2022-08-09,575.45,Books,Kolkata,UPI
ORD003299,CUST0336,2022-05-20,2410.46,Electronics,Mumbai,Credit Card
ORD001079,CUST0100,2023-09-06,933.83,Home & Kitchen,Surat,Debit Card
ORD007956,CUST0822,2022-06-15,3931.21,Home & Kitchen,Mumbai,UPI
ORD007300,CUST0739,2023-01-28,321.48,Books,Hyderabad,Debit Card
ORD005304,CUST0543,2022-06-28,555.63,Beauty,Ahmedabad,Credit Card
ORD009442,CUST0947,2022-06-13,663.61,Clothing,Hyderabad,NetBanking
ORD001748,CUST0165,2023-08-20,1274.09,Clothing,Bangalore,UPI
ORD004504,CUST0457,2022-07-24,2013.8,Electronics,Surat,NetBanking
ORD009704,CUST0975,2023-05-11,3287.93,Home & Kitchen,Surat,UPI
ORD007824,CUST0810,2022-12-10,728.55,Sports,Kolkata,Debit Card
ORD004329,CUST0440,2023-08-09,1366.0,Electronics,Kolkata,Debit Card
ORD005382,CUST0557,2023-09-08,543.21,Clothing,Bangalore,Debit Card
ORD001563,CUST0148,2022-06-07,628.73,Books,Pune,UPI
ORD000032,CUST0005,2022-10-12,881.45,Electronics,Bangalore,NetBanking
ORD008547,CUST0879,2022-04-08,1606.39,Home & Kitchen,Mumbai,UPI
ORD009305,CUST0937,2022-02-17,576.56,Books,Pune,COD
ORD000030,CUST0005,2023-03-09,1396.73,Electronics,Pune,UPI
ORD007270,CUST0731,2022-03-20,1116.26,Beauty,Jaipur,UPI
ORD008402,CUST0868,2022-11-07,930.51,Home & Kitchen,Ahmedabad,UPI
ORD007221,CUST0729,2022-04-01,845.87,Sports,Bangalore,Debit Card
ORD006435,CUST0651,2022-01-09,2491.87,Beauty,Kolkata,UPI
ORD000107,CUST0011,2023-11-03,2070.65,Electronics,Delhi,Credit Card
ORD000762,CUST0067,2023-06-30,1196.63,Electronics,Kolkata,COD
ORD009264,CUST0936,2023-09-29,501.04,Home & Kitchen,Hyderabad,COD
ORD006583,CUST0667,2022-07-27,465.44,Home & Kitchen,Chennai,Credit Card
ORD001473,CUST0139,2023-03-10,693.3,Electronics,Ahmedabad,Debit Card
ORD008562,CUST0879,2022-11-04,1473.38,Electronics,Bangalore,Credit Card
ORD000519,CUST0043,2023-10-01,1376.21,Home & Kitchen,Jaipur,UPI
ORD005358,CUST0555,2022-02-14,336.63,Home & Kitchen,Bangalore,UPI
ORD002856,CUST0291,2022-06-04,1214.66,Electronics,Hyderabad,UPI
ORD008226,CUST0853,2022-08-21,609.42,Clothing,Pune,COD
ORD005077,CUST0516,2022-07-30,994.42,Electronics,Chennai,UPI
ORD005266,CUST0539,2022-03-13,139.3,Home & Kitchen,Chennai,UPI
ORD003127,CUST0320,2023-07-02,980.24,Sports,Surat,Credit Card
ORD007223,CUST0729,2023-04-29,1388.09,Home & Kitchen,Ahmedabad,UPI
ORD001356,CUST0129,2022-12-08,1842.38,Sports,Mumbai,Credit Card
ORD002418,CUST0237,2023-01-24,1079.62,Sports,Ahmedabad,UPI
ORD006475,CUST0656,2022-12-30,636.29,Clothing,Ahmedabad,NetBanking
ORD009525,CUST0958,2022-06-16,3685.2,Sports,Delhi,COD
ORD009736,CUST0977,2022-01-22,212.67,Clothing,Surat,NetBanking
ORD002698,CUST0275,2022-01-29,394.3,Electronics,Pune,UPI
ORD001091,CUST0101,2023-08-25,1337.96,Clothing,Ahmedabad,UPI
ORD002875,CUST0291,2022-01-13,2256.13,Clothing,Jaipur,Debit Card
ORD004639,CUST0467,2022-04-13,584.43,Electronics,Mumbai,UPI
ORD001559,CUST0147,2022-10-31,186.52,Home & Kitchen,Ahmedabad,Debit Card
ORD001594,CUST0149,2023-03-23,2156.57,Clothing,Pune,UPI
ORD005290,CUST0543,2023-04-26,627.13,Beauty,Bangalore,UPI
ORD001077,CUST0100,2023-01-28,650.61,Sports,Surat,UPI
ORD005154,CUST0526,2023-01-15,114.43,Home & Kitchen,Delhi,UPI
ORD004713,CUST0473,2023-06-20,2909.97,Beauty,Pune,Credit Card
ORD008236,CUST0853,2023-05-11,378.07,Home & Kitchen,Pune,Debit Card
ORD008077,CUST0836,2023-02-24,696.54,Electronics,Surat,Credit Card
ORD004103,CUST0425,2023-03-14,78.5,Electronics,Jaipur,COD
ORD004421,CUST0446,2022-06-24,563.66,Sports,Chennai,UPI
ORD002725,CUST0283,2023-06-22,460.16,Books,Bangalore,Debit Card
ORD007509,CUST0767,2022-03-06,233.25,Clothing,Jaipur,Credit Card
ORD000322,CUST0030,2022-03-24,1853.22,Home & Kitchen,Delhi,Credit Card
ORD000851,CUST0073,2022-11-10,1769.51,Books,Jaipur,NetBanking
ORD001319,CUST0125,2023-04-10,1563.47,Clothing,Hyderabad,Credit Card
ORD007703,CUST0790,2023-03-23,182.63,Electronics,Kolkata,NetBanking
ORD008510,CUST0876,2023-01-22,1150.8,Clothing,Mumbai,COD
ORD008234,CUST0853,2022-03-21,451.84,Electronics,Delhi,UPI
ORD005136,CUST0522,2022-11-02,204.12,Electronics,Jaipur,Credit Card
ORD004708,CUST0471,2023-08-02,2264.43,Electronics,Hyderabad,Credit Card
ORD008509,CUST0876,2022-11-21,393.58,Sports,Delhi,Debit Card
ORD008020,CUST0831,2022-08-16,895.11,Books,Delhi,UPI
ORD001184,CUST0110,2022-09-04,850.68,Electronics,Jaipur,Credit Card
ORD009030,CUST0910,2022-10-19,711.38,Books,Chennai,Credit Card
ORD009418,CUST0946,2023-03-29,2755.04,Clothing,Chennai,COD
ORD008052,CUST0834,2022-11-12,623.13,Beauty,Bangalore,UPI
ORD003686,CUST0373,2022-11-24,2252.36,Home & Kitchen,Ahmedabad,COD
ORD003650,CUST0371,2022-03-20,631.27,Electronics,Pune,UPI
ORD000440,CUST0038,2023-11-30,2829.77,Beauty,Mumbai,Credit Card
ORD007883,CUST0819,2023-04-14,834.7,Books,Ahmedabad,NetBanking
ORD000971,CUST0084,2023-03-26,1466.58,Electronics,Kolkata,Credit Card
ORD007167,CUST0723,2023-10-26,3334.31,Electronics,Kolkata,COD
ORD001471,CUST0139,2023-02-25,863.07,Electronics,Ahmedabad,Credit Card
ORD007257,CUST0731,2023-08-16,333.42,Beauty,Chennai,Debit Card
ORD009500,CUST0958,2022-04-05,1636.17,Home & Kitchen,Surat,NetBanking
ORD009427,CUST0947,2023-07-05,1644.27,Electronics,Chennai,Debit Card
ORD004066,CUST0419,2022-10-08,227.59,Clothing,Pune,UPI
ORD001878,CUST0176,2023-09-23,559.66,Beauty,Bangalore,Debit Card
ORD005061,CUST0515,2023-06-11,3032.66,Sports,Bangalore,UPI
ORD003465,CUST0349,2022-04-04,684.29,Clothing,Mumbai,Debit Card
ORD007256,CUST0731,2023-04-30,552.97,Books,Hyderabad,Debit Card
ORD004192,CUST0431,2022-09-22,944.59,Books,Jaipur,UPI
ORD002128,CUST0206,2023-11-28,1493.35,Electronics,Hyderabad,Debit Card
ORD006706,CUST0677,2023-05-21,818.9,Sports,Kolkata,UPI
ORD008582,CUST0880,2023-05-27,1177.0,Clothing,Ahmedabad,Credit Card
ORD000312,CUST0030,2022-11-18,2799.39,Clothing,Bangalore,Credit Card
ORD004336,CUST0440,2022-10-03,2474.68,Sports,Pune,Debit Card
ORD008032,CUST0833,2023-02-08,628.19,Electronics,Chennai,COD
ORD006452,CUST0652,2022-06-11,244.01,Beauty,Pune,NetBanking
ORD002761,CUST0284,2023-01-22,2001.15,Clothing,Chennai,UPI
ORD005654,CUST0587,2023-11-24,918.65,Beauty,Bangalore,NetBanking
ORD002068,CUST0201,2022-12-27,55.25,Beauty,Chennai,NetBanking
ORD000081,CUST0007,2023-09-16,1427.28,Electronics,Delhi,Credit Card
ORD007413,CUST0755,2022-07-02,1073.76,Beauty,Delhi,UPI
ORD007465,CUST0764,2023-07-03,354.8,Electronics,Chennai,Debit Card
ORD000389,CUST0033,2022-09-28,2594.18,Books,Ahmedabad,UPI
ORD004867,CUST0493,2022-09-12,353.45,Books,Pune,UPI
ORD008224,CUST0853,2022-05-12,466.15,Electronics,Ahmedabad,Debit Card
ORD006948,CUST0702,2022-11-23,2209.25,Electronics,Hyderabad,UPI
ORD006523,CUST0661,2022-06-11,251.4,Sports,Ahmedabad,UPI
ORD002234,CUST0214,2022-10-25,869.35,Electronics,Chennai,NetBanking
ORD000093,CUST0007,2022-08-13,490.5,Home & Kitchen,Pune,Credit Card
ORD005420,CUST0562,2023-05-09,1660.57,Clothing,Ahmedabad,UPI
ORD005906,CUST0604,2022-10-21,1875.79,Sports,Kolkata,NetBanking
ORD000305,CUST0027,2022-10-31,1462.1,Home & Kitchen,Surat,UPI
ORD001442,CUST0133,2022-08-09,725.71,Home & Kitchen,Delhi,UPI
ORD000714,CUST0062,2023-10-30,948.63,Electronics,Surat,Credit Card
ORD005716,CUST0589,2023-03-06,823.19,Books,Chennai,Credit Card
ORD003934,CUST0401,2023-05-20,1077.32,Home & Kitchen,Jaipur,UPI
ORD005118,CUST0520,2023-09-14,927.46,Books,Ahmedabad,COD
ORD003449,CUST0348,2022-06-12,1723.86,Clothing,Ahmedabad,UPI
ORD001191,CUST0110,2022-09-18,1215.44,Home & Kitchen,Hyderabad,Credit Card
ORD000624,CUST0057,2022-09-02,2483.07,Books,Delhi,UPI
ORD009329,CUST0939,2022-07-30,1020.74,Clothing,Kolkata,COD
ORD009702,CUST0975,2023-02-21,2417.71,Home & Kitchen,Ahmedabad,Debit Card
ORD004112,CUST0425,2022-01-27,1240.77,Clothing,Delhi,NetBanking
ORD006587,CUST0667,2023-03-26,859.68,Home & Kitchen,Delhi,UPI
ORD001570,CUST0149,2022-07-29,2426.36,Home & Kitchen,Hyderabad,Credit Card
ORD004787,CUST0482,2023-02-27,310.78,Clothing,Kolkata,UPI
ORD008479,CUST0875,2022-02-27,976.27,Books,Chennai,Debit Card
ORD009850,CUST0984,2023-02-10,2291.5,Books,Pune,Credit Card
ORD001531,CUST0146,2023-08-05,850.07,Clothing,Ahmedabad,NetBanking
ORD006367,CUST0643,2023-11-19,890.73,Books,Surat,UPI
ORD001693,CUST0159,2023-06-04,789.04,Home & Kitchen,Kolkata,Credit Card
ORD000417,CUST0038,2023-03-29,2766.73,Clothing,Chennai,UPI
ORD007524,CUST0771,2022-08-05,326.27,Clothing,Kolkata,Credit Card
ORD002541,CUST0248,2023-08-10,185.06,Electronics,Ahmedabad,UPI
ORD000361,CUST0032,2023-07-31,1143.81,Electronics,Ahmedabad,Debit Card
ORD005903,CUST0604,2023-06-20,817.05,Electronics,Jaipur,UPI
ORD009976,CUST0999,2023-02-25,232.4,Clothing,Kolkata,UPI
ORD005795,CUST0598,2022-05-29,1383.01,Clothing,Surat,UPI
ORD005650,CUST0587,2022-06-09,765.31,Clothing,Kolkata,Debit Card
ORD006857,CUST0695,2023-08-02,1105.32,Electronics,Pune,NetBanking
ORD008952,CUST0902,2023-05-22,1606.47,Home & Kitchen,Surat,NetBanking
ORD004154,CUST0427,2023-08-27,877.0,Home & Kitchen,Mumbai,Debit Card
ORD000089,CUST0007,2022-10-04,490.93,Books,Kolkata,Credit Card
ORD002535,CUST0247,2022-08-30,962.01,Sports,Hyderabad,Credit Card
ORD008984,CUST0905,2023-05-26,454.95,Clothing,Hyderabad,COD
ORD008060,CUST0834,2022-10-23,476.65,Home & Kitchen,Pune,UPI
ORD001433,CUST0133,2023-04-10,942.76,Home & Kitchen,Chennai,NetBanking
ORD009684,CUST0974,2023-01-20,723.13,Electronics,Mumbai,UPI
ORD005485,CUST0564,2022-07-03,2854.47,Books,Delhi,COD
ORD004886,CUST0494,2023-10-02,950.96,Clothing,Bangalore,Credit Card
ORD002518,CUST0245,2023-10-17,1729.11,Books,Surat,UPI
ORD002166,CUST0207,2022-06-22,829.08,Books,Ahmedabad,UPI
ORD002520,CUST0245,2023-03-14,1891.71,Electronics,Ahmedabad,COD
ORD006463,CUST0655,2022-02-10,682.34,Electronics,Jaipur,Debit Card
ORD007947,CUST0822,2022-06-20,2839.51,Clothing,Pune,UPI
ORD003722,CUST0375,2022-09-09,1848.81,Sports,Mumbai,NetBanking
ORD008734,CUST0889,2022-11-01,761.02,Home & Kitchen,Kolkata,UPI
ORD006476,CUST0656,2023-10-03,1283.09,Books,Jaipur,UPI
ORD004229,CUST0434,2023-05-13,878.99,Electronics,Chennai,UPI
ORD001489,CUST0142,2023-01-12,814.83,Home & Kitchen,Pune,UPI
ORD005964,CUST0607,2022-01-23,743.65,Sports,Delhi,Debit Card
ORD007375,CUST0751,2022-02-28,386.62,Clothing,Mumbai,Debit Card
ORD001027,CUST0095,2023-11-05,536.12,Electronics,Mumbai,Debit Card
ORD009122,CUST0922,2022-06-24,272.42,Beauty,Kolkata,Credit Card
ORD000109,CUST0011,2023-02-10,2779.79,Clothing,Chennai,Debit Card
ORD007077,CUST0714,2022-06-27,245.44,Electronics,Jaipur,Credit Card
ORD004990,CUST0506,2022-02-10,600.55,Clothing,Chennai,UPI
ORD008128,CUST0843,2023-08-03,598.17,Clothing,Chennai,COD
ORD005153,CUST0526,2023-01-19,127.8,Home & Kitchen,Mumbai,Debit Card
ORD002969,CUST0300,2023-02-11,2355.1,Home & Kitchen,Mumbai,COD
ORD009723,CUST0976,2022-03-27,1122.17,Electronics,Chennai,Credit Card
ORD008518,CUST0877,2023-12-09,121.28,Beauty,Surat,NetBanking
ORD009851,CUST0984,2022-04-24,1418.17,Clothing,Hyderabad,UPI
ORD009582,CUST0961,2023-04-09,3794.8,Beauty,Bangalore,Debit Card
ORD009488,CUST0955,2022-04-18,719.64,Beauty,Kolkata,COD
ORD001742,CUST0165,2022-09-16,1019.04,Home & Kitchen,Surat,UPI
ORD009173,CUST0926,2023-03-23,3045.6,Sports,Ahmedabad,Debit Card
ORD005639,CUST0587,2023-05-26,1303.07,Electronics,Bangalore,Debit Card
ORD007163,CUST0723,2022-05-09,3605.19,Home & Kitchen,Delhi,UPI
ORD008417,CUST0871,2022-09-25,405.39,Sports,Kolkata,NetBanking
ORD008736,CUST0889,2022-06-14,769.73,Clothing,Pune,UPI
ORD003022,CUST0310,2023-07-22,1102.89,Clothing,Delhi,Debit Card
ORD009716,CUST0976,2023-07-23,877.75,Home & Kitchen,Surat,Credit Card
ORD006127,CUST0621,2023-06-21,593.66,Home & Kitchen,Pune,Credit Card
ORD009040,CUST0911,2022-02-19,181.18,Electronics,Ahmedabad,Credit Card
ORD008859,CUST0899,2023-01-14,2088.74,Electronics,Kolkata,COD
ORD003062,CUST0312,2023-04-14,2690.14,Home & Kitchen,Chennai,Debit Card
ORD007508,CUST0766,2022-07-19,508.46,Books,Bangalore,COD
ORD007483,CUST0765,2022-06-30,1495.21,Books,Hyderabad,Debit Card
ORD000669,CUST0059,2023-03-23,1078.8,Electronics,Bangalore,Credit Card
ORD001769,CUST0167,2022-01-19,466.75,Electronics,Ahmedabad,Debit Card
ORD005860,CUST0601,2022-05-15,701.88,Electronics,Bangalore,Credit Card
ORD005378,CUST0557,2023-05-09,609.94,Beauty,Pune,Debit Card
ORD002226,CUST0214,2023-04-23,630.93,Books,Hyderabad,UPI
ORD000959,CUST0084,2022-08-19,1505.08,Clothing,Kolkata,Debit Card
ORD005690,CUST0588,2023-04-17,1163.23,Sports,Bangalore,Credit Card
ORD002233,CUST0214,2022-02-21,1458.54,Home & Kitchen,Pune,NetBanking
ORD001113,CUST0102,2022-06-12,121.73,Electronics,Delhi,Credit Card
ORD006455,CUST0653,2022-09-30,290.47,Home & Kitchen,Kolkata,NetBanking
ORD003743,CUST0376,2022-03-03,676.77,Books,Surat,Debit Card
ORD001627,CUST0152,2022-08-15,643.98,Beauty,Surat,COD
ORD008251,CUST0855,2022-11-05,667.05,Books,Jaipur,Debit Card
ORD001480,CUST0141,2023-06-04,432.12,Clothing,Bangalore,UPI
ORD005454,CUST0564,2023-08-15,2861.38,Home & Kitchen,Bangalore,UPI
ORD000511,CUST0043,2023-12-05,2595.73,Electronics,Jaipur,Debit Card
ORD001826,CUST0171,2022-04-13,103.29,Clothing,Hyderabad,Credit Card
ORD008567,CUST0879,2022-07-24,2541.99,Clothing,Chennai,Credit Card
ORD006493,CUST0657,2022-05-21,844.03,Home & Kitchen,Hyderabad,Debit Card
ORD001514,CUST0145,2023-11-05,1398.23,Clothing,Ahmedabad,Credit Card
ORD006854,CUST0695,2022-02-27,1025.34,Home & Kitchen,Jaipur,UPI
ORD001112,CUST0101,2022-02-14,1752.27,Electronics,Hyderabad,NetBanking
ORD004897,CUST0494,2022-04-29,301.37,Electronics,Pune,Debit Card
ORD006833,CUST0694,2023-08-06,385.73,Electronics,Pune,Credit Card
ORD009819,CUST0983,2022-01-09,684.98,Electronics,Surat,UPI
ORD003861,CUST0388,2022-06-26,430.09,Home & Kitchen,Chennai,COD
